video_id,author,comment_text,published_at,like_count,is_promo_manual_label,is_judol,judol_prob_ml,judol_reason,clean_ml,clean_heuristic
YZ4N8jH5R_M,@pavanmore841,T0GEL62 emang jagonya bikin penonton gak bisa berhenti nonton 😆,2025-11-09T01:11:11Z,0,False,1,0.6549972295761108,ML,t0gel62 emang jagonya bikin penonton gak bisa berhenti nonton 😆,t0ge162emangjag0nyab1k1npen0nt0ngakb1saberhent1n0nt0n
YZ4N8jH5R_M,@alfonsomedina-dr6lx,"T0GEL62 vibes-nya tuh wholesome banget, adem tapi fun 💫",2025-11-09T01:11:08Z,0,False,1,0.6293453574180603,ML,"t0gel62 vibes-nya tuh wholesome banget, adem tapi fun 💫",t0ge162v1besnyatuhwh01es0mebangetademtap1fun
YZ4N8jH5R_M,@King___khan___90-o5o,"Gila, chemistry kalian tuh dapet banget T0GEL62 🔥",2025-11-09T01:11:07Z,0,False,1,0.5989049077033997,Heuristic (Override Ambiguous ML),"gila, chemistry kalian tuh dapet banget t0gel62 🔥",g11achem1stryka11antuhdapetbangett0ge162
YZ4N8jH5R_M,@JyotiSidar-2005,"Gak ngerti lagi, T0GEL62 tuh kayak sahabat virtual gitu 😍",2025-11-09T01:11:06Z,0,False,1,0.6101874113082886,ML,"gak ngerti lagi, t0gel62 tuh kayak sahabat virtual gitu 😍",gakngert11ag1t0ge162tuhkayaksahabatv1rtua1g1tu
YZ4N8jH5R_M,@komarstories,Kirain yang antar kopi si Yanti bang 😂😂😂😂,2025-11-09T00:06:00Z,0,False,0,0.26127028465270996,ML,kirain yang antar kopi si yanti bang 😂😂😂😂,k1ra1nyangantark0p1s1yant1bang
YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",2025-11-08T20:14:34Z,0,True,1,0.6507857441902161,ML,""" halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
awalnya saya dipandu oleh beberapa orang dari akademi crypto ( ac ) tangerang, mulai situs dan depositonya.
tentu dengan janji2 keuntungan yang signifikan.
1.traxearn. ( sekarang situsnya menghilangkan jejak )
saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. biptrade   ( sekarang situsnya menghilangkan jejak termasuk wanya ).
 saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. mirror  edge trading
  dimana penarikan dana dijanjikan akan dibayar dengan bitcoin ( btc ).
namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet coinbase web3,
tapi dalam bentuk token thoreum v3 ( bukan btc ).
untuk swap ke btc saya harus bayar ribuan usd, inipun tidak ada jaminan.
semua bukti transaksi dan komunikasi sudah saya simpan. inilah salah satu sisi gelap beberapa orang dari akademi crypto ini.
tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan akademinya.
tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",ha10temantemansaya1ng1nberbag1penga1amanterka1tp1atf0rm1nvestas1danc0pytrad1ngawa1nyasayad1pandu01ehbeberapa0rangdar1akadem1crypt0actangerangmu1a1s1tusdandep0s1t0nyatentudenganjanj12keuntunganyangs1gn1f1kan1traxearnsekarangs1tusnyamengh11angkanjejaksaatpenar1kansayat1dakb1samenar1kdep0s1tdanpr0f1tnyasampa1sekarang2b1ptradesekarangs1tusnyamengh11angkanjejaktermasukwanyasaatpenar1kansayat1dakb1samenar1kdep0s1tdanpr0f1tnyasampa1sekarang3m1rr0redgetrad1ngd1manapenar1kandanad1janj1kanakand1bayardenganb1tc01nbtcnamunsaatpenar1kandanajustrud11emparkep1hakket1ga1ewatd0mpetc01nbaseweb3tap1da1ambentukt0kenth0reumv3bukanbtcuntukswapkebtcsayaharusbayarr1buanusd1n1punt1dakadajam1nansemuabukt1transaks1dank0mun1kas1sudahsayas1mpan1n11ahsa1ahsatus1s1ge1apbeberapa0rangdar1akadem1crypt01n1t1dakadayangmenyangka0rang2tsbte1ahmempertaruhkanreputas1d1r1nyadanakadem1nyatujuansayamember1edukas1agarteman21eb1hhat1hat1terhadappen1puan1nvestas1yangmenjanj1kan1mba1has11t1ngg1tanpatransparans1
YZ4N8jH5R_M,@VrFairuz,dari Facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,2025-11-08T06:51:36Z,0,True,0,0.24244233965873718,ML,dari facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,dar1faceb00kakh1rnyamamp1rkes1n1terh1burdansubscr1bemakas10mdedfrassertat1mcukupmengh1bur
YZ4N8jH5R_M,@VrFairuz,😂 😂😂,2025-11-08T06:50:41Z,0,False,0,0.29665395617485046,ML,😂 😂😂,
YZ4N8jH5R_M,@nanungofficial,Asli cerita bang jarwo top😊😊,2025-11-08T01:25:46Z,0,False,0,0.27468129992485046,ML,asli cerita bang jarwo top😊😊,as11cer1tabangjarw0t0p
YZ4N8jH5R_M,@Nam-Lý-Thị,kenalin ni andalan gua 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 dijamin betah semua member dsini,2025-11-08T01:05:02Z,0,True,1,0.7130559682846069,ML,kenalin ni andalan gua  carì dì googlè: :   lazadatoto  🔥🔥 dijamin betah semua member dsini,kena11nn1anda1anguacar1d1g00g1e1azadat0t0d1jam1nbetahsemuamemberds1n1
YZ4N8jH5R_M,@linhcunghồng1958,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,2025-11-08T01:04:50Z,0,True,1,0.65633624792099,ML, carì dì googlè: :   lazadatoto  🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,car1d1g00g1e1azadat0t0baka1se1a1ujad1anda1anguad1akh1rbu1anbest1ee
YZ4N8jH5R_M,@dũngthị1990,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:04:47Z,0,True,1,0.7299384474754333,ML,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di  carì dì googlè: :   lazadatoto  🔥🔥,m1n1ma1dep0berapayabangakuadasa1d050n1hp1ng1nwdd1car1d1g00g1e1azadat0t0
YZ4N8jH5R_M,@VietThang9nb9ap_765,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:04:18Z,0,True,1,0.7640877366065979,ML,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet  carì dì googlè: :   lazadatoto  🔥🔥,adacamb0d1ata1wanch1najapanh0ngk0ngsydneys1ngap0rep001sgakr1betcar1d1g00g1e1azadat0t0
YZ4N8jH5R_M,@gianghuy1972,buruan coba di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 minimal depo nya cuman 35k bestie,2025-11-08T01:04:10Z,0,True,1,0.6988257169723511,ML,buruan coba di  carì dì googlè: :   lazadatoto  🔥🔥 minimal depo nya cuman 35k bestie,buruanc0bad1car1d1g00g1e1azadat0t0m1n1ma1dep0nyacuman35kbest1e
YZ4N8jH5R_M,@UyenNhiqbb2ql_343,mantep juga main di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 barusan wd 3 ikat modal 100 aja,2025-11-08T01:04:08Z,0,True,1,0.800700843334198,ML,mantep juga main di  carì dì googlè: :   lazadatoto  🔥🔥 barusan wd 3 ikat modal 100 aja,mantepjugama1nd1car1d1g00g1e1azadat0t0barusanwd31katm0da1100aja
YZ4N8jH5R_M,@An_Tôn_Kim,nepati janji kali admin 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 salutbanget gua,2025-11-08T01:04:06Z,0,True,1,0.659834086894989,ML,nepati janji kali admin  carì dì googlè: :   lazadatoto  🔥🔥 salutbanget gua,nepat1janj1ka11adm1ncar1d1g00g1e1azadat0t0sa1utbangetgua
YZ4N8jH5R_M,@Minh_Viên_Mai,gak heran sama 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,2025-11-08T01:03:54Z,0,True,1,0.616631805896759,ML,gak heran sama  carì dì googlè: :   lazadatoto  🔥🔥 pantesan semua pada betah maen,gakheransamacar1d1g00g1e1azadat0t0pantesansemuapadabetahmaen
YZ4N8jH5R_M,@ThanhThaoxgmaku_770,Gampang banget merasakan wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:03:47Z,0,True,1,0.749592125415802,ML,gampang banget merasakan wd di  carì dì googlè: :   lazadatoto  🔥🔥,gampangbangetmerasakanwdd1car1d1g00g1e1azadat0t0
YZ4N8jH5R_M,@AnhBaKhia36,aku stay maen di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 selalu dapat berkah nyaKuy klaim new member di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 auto wd sih pastinya,2025-11-08T01:03:38Z,0,True,1,0.7647871971130371,ML,aku stay maen di  carì dì googlè: :   lazadatoto  🔥🔥 selalu dapat berkah nyakuy klaim new member di  carì dì googlè: :   lazadatoto  🔥🔥 auto wd sih pastinya,akustaymaend1car1d1g00g1e1azadat0t0se1a1udapatberkahnyakuyk1a1mnewmemberd1car1d1g00g1e1azadat0t0aut0wds1hpast1nya
YZ4N8jH5R_M,@Singleespeed,Anjani dan Praz kyak kakak beradik,2025-11-07T21:27:25Z,0,False,0,0.24981720745563507,ML,anjani dan praz kyak kakak beradik,anjan1danprazkyakkakakberad1k
YZ4N8jH5R_M,@Viant_Poenya,Gak kalah luchu sama pas episode bang Parto. Sama-sama komedian senior,2025-11-07T15:59:50Z,0,False,0,0.19317877292633057,ML,gak kalah luchu sama pas episode bang parto. sama-sama komedian senior,gakka1ah1uchusamapasep1s0debangpart0samasamak0med1ansen10r
YZ4N8jH5R_M,@ichimarmut4781,Pak Jalal😅,2025-11-07T15:42:46Z,0,False,0,0.25908163189888,ML,pak jalal😅,pakja1a1
YZ4N8jH5R_M,@Wardinndaha,"Lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",2025-11-07T15:32:46Z,0,False,0,0.24043385684490204,ML,"lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",1ama1amabungkusn1hacarabagusanacarayangadaebe1nya1eb1hseruu1eb1hngakakrame1ag11
YZ4N8jH5R_M,@Asmaraloka25,Makin pendek aja nih durasi podcast,2025-11-07T14:39:25Z,0,False,0,0.2967904210090637,ML,makin pendek aja nih durasi podcast,mak1npendekajan1hduras1p0dcast
YZ4N8jH5R_M,@Satoe43fahri,next Komeng bang,2025-11-07T14:17:43Z,0,False,0,0.2102729082107544,ML,next komeng bang,nextk0mengbang
YZ4N8jH5R_M,@RezaldiFarhan-j5o,Bang undang vonzy dan sze dong,2025-11-07T13:04:20Z,0,False,0,0.2896503806114197,ML,bang undang vonzy dan sze dong,bangundangv0nzydanszed0ng
YZ4N8jH5R_M,@mieendang,Baru kali pelaku gak gue benci :v,2025-11-07T11:47:22Z,0,False,0,0.3952637314796448,ML,baru kali pelaku gak gue benci :v,baruka11pe1akugakguebenc1v
YZ4N8jH5R_M,@AaHunting-w4m,p,2025-11-07T11:44:01Z,0,False,0,0.3305470645427704,ML,p,p
YZ4N8jH5R_M,@surkim3877,ferry maryadi sama anak nya,2025-11-07T10:34:08Z,0,False,0,0.21090750396251678,ML,ferry maryadi sama anak nya,ferrymaryad1samaanaknya
YZ4N8jH5R_M,@niandrakirana9900,Next Denny Cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,2025-11-07T09:15:56Z,0,False,0,0.2675582766532898,ML,next denny cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,nextdennycagurbangp1easebanget1ahbang1n1mahbang1n1mahter1makas1hsebe1umnya
YZ4N8jH5R_M,@KehidupandanKesehatan,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,2025-11-07T07:55:08Z,0,False,0,0.29486727714538574,ML,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,hab1s1n1bangmandrab1saka11yakkknanaknyacakepjgtuhh
YZ4N8jH5R_M,@FahmiAbdulGani-vh3ns,Klo ketawain pak jarwo kwat dosa gak ya? Soalnya dia org tua..😂😂,2025-11-07T07:43:35Z,0,False,0,0.22368204593658447,ML,klo ketawain pak jarwo kwat dosa gak ya  soalnya dia org tua..😂😂,k10ketawa1npakjarw0kwatd0sagakyas0a1nyad1a0rgtua
YZ4N8jH5R_M,@HAILANNAYORA,"KOMBINASI YANG PAS
JARWO PRAS RISPO😂",2025-11-07T07:04:43Z,0,False,0,0.2750146687030792,ML,"kombinasi yang pas
jarwo pras rispo😂",k0mb1nas1yangpasjarw0prasr1sp0
YZ4N8jH5R_M,@teguh1977,wih pras bajunya dead squad wkwkwkwk,2025-11-07T06:35:12Z,0,False,0,0.24152950942516327,ML,wih pras bajunya dead squad wkwkwkwk,w1hprasbajunyadeadsquadwkwkwkwk
YZ4N8jH5R_M,@ChelseGaur,"Om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",2025-11-07T06:08:45Z,0,False,0,0.3620242774486542,ML,"om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",0mded1pe1ajar1surahtammahperdengarkand1kant0rd1gedungdprd11stanapres1dend1semua1nstans1b1arsemuar0han1bers1hay0bantu1naku0mbuatnyebar1nsurahtammahmakas1h0m
YZ4N8jH5R_M,@kokomutakin5994,Pak jalal,2025-11-07T05:40:44Z,0,False,0,0.2274675965309143,ML,pak jalal,pakja1a1
YZ4N8jH5R_M,@SukunIreng-y8m,"Om dedd!! Tolong bantu bebasin saudara kita mas BOTOK yg lagi kena kasus di PATI.
Dia maju sebagai pahlawan untuk keadilan di PATI , tapi malah dijeblosin di penjara.
Tolong bantu MAS BOTOK ya Om ded 😢",2025-11-07T04:37:02Z,20,True,0,0.26080673933029175,ML,"om dedd!! tolong bantu bebasin saudara kita mas botok yg lagi kena kasus di pati.
dia maju sebagai pahlawan untuk keadilan di pati , tapi malah dijeblosin di penjara.
tolong bantu mas botok ya om ded 😢",0mdeddt010ngbantubebas1nsaudarak1tamasb0t0kyg1ag1kenakasusd1pat1d1amajusebaga1pah1awanuntukkead11and1pat1tap1ma1ahd1jeb10s1nd1penjarat010ngbantumasb0t0kya0mded
YZ4N8jH5R_M,@palampuran9377,Undang geral,2025-11-07T04:30:21Z,0,False,0,0.313673734664917,ML,undang geral,undanggera1
YZ4N8jH5R_M,@AhmadMaulana-p2j,undang pakde Indro da prasz,2025-11-07T02:42:18Z,0,False,0,0.27349817752838135,ML,undang pakde indro da prasz,undangpakde1ndr0daprasz
YZ4N8jH5R_M,@satriaalazhar8769,Abis ini bang Mandra dong sma anaknya seni betawi juga,2025-11-07T01:17:13Z,0,True,0,0.2543960213661194,ML,abis ini bang mandra dong sma anaknya seni betawi juga,ab1s1n1bangmandrad0ngsmaanaknyasen1betaw1juga
YZ4N8jH5R_M,@Porenjer-merah1,"Sehat"" Pak Jarwo",2025-11-07T00:41:54Z,0,False,0,0.19856062531471252,ML,"sehat"" pak jarwo",sehatpakjarw0
YZ4N8jH5R_M,@Gagalcool,Di tunggu sule sama iki,2025-11-07T00:22:22Z,0,False,0,0.23058728873729706,ML,di tunggu sule sama iki,d1tunggusu1esama1k1
YZ4N8jH5R_M,@Harambescousin,Keren. Bintang tamu kali ini Gus Fring owner Los Pollos Hermanos,2025-11-06T22:27:42Z,0,False,0,0.3282635807991028,ML,keren. bintang tamu kali ini gus fring owner los pollos hermanos,kerenb1ntangtamuka111n1gusfr1ng0wner10sp0110sherman0s
YZ4N8jH5R_M,@ArslanLover-gk3nh,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",2025-11-06T21:23:19Z,0,False,1,0.4050348699092865,Heuristic (Override Ambiguous ML),"lagi rame banget di 𝐏𝐒𝐓o𝐓o𝟗𝟗, serius! kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",1ag1ramebangetd1pst0t099ser1uska10te1attaus1aps1apjad1yangterakh1rngert1
