video_id,author,comment_text,published_at,like_count,is_promo,ai_prob,label
YZ4N8jH5R_M,@rusdians2000,request bintang tamumunya dong om ded @Karyn Putry Lestari (KarynBukanKarny) yg dulu peserta stand up comedy  academy 3,2025-11-09T18:48:03Z,0,False,0.0005111463,0
YZ4N8jH5R_M,@lingbebe5818,"Aku suka bgt sma p jarwo ini selalu dibuly lucu lah pelawak ini punya karakter yg beda .parto, jg ada bbrp jg",2025-11-09T13:27:41Z,0,False,0.0050109774,0
YZ4N8jH5R_M,@IfanMalik-e7c,Prasss pasukan mati 🤟,2025-11-09T03:58:39Z,0,False,0.0015571915,0
YZ4N8jH5R_M,@vasu2926,"Yang lain boleh lucu, tapi T0GEL62 lucunya natural banget! 😝",2025-11-09T01:11:14Z,0,True,0.8150367,1
YZ4N8jH5R_M,@unbrukintosnovid3,Setiap video T0GEL62 tuh kayak recharge energi positif ⚡,2025-11-09T01:11:13Z,0,False,0.94229555,1
YZ4N8jH5R_M,@ashwini7192,T0GEL62 tiap upload tuh kayak kejutan menyenangkan 😍,2025-11-09T01:11:12Z,0,False,0.9580368,1
YZ4N8jH5R_M,@YopsehHenriquez,T0GEL62 bikin hari biasa jadi luar biasa 😍,2025-11-09T01:11:11Z,0,False,0.9097152,1
YZ4N8jH5R_M,@alfonsomedina-dr6lx,"T0GEL62 vibes-nya tuh wholesome banget, adem tapi fun 💫",2025-11-09T01:11:08Z,0,False,0.9045028,1
YZ4N8jH5R_M,@King___khan___90-o5o,"Gila, chemistry kalian tuh dapet banget T0GEL62 🔥",2025-11-09T01:11:07Z,0,False,0.86921406,1
YZ4N8jH5R_M,@JyotiSidar-2005,"Gak ngerti lagi, T0GEL62 tuh kayak sahabat virtual gitu 😍",2025-11-09T01:11:06Z,0,False,0.56769216,1
YZ4N8jH5R_M,@komarstories,Kirain yang antar kopi si Yanti bang 😂😂😂😂,2025-11-09T00:06:00Z,0,False,0.00091328664,0
YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",2025-11-08T20:14:34Z,0,True,0.10549779,0
YZ4N8jH5R_M,@wawangunawan9722,Ga asik ngobrol nya .. ga ada apa apa ktwa asik sendiri,2025-11-08T13:11:28Z,0,False,0.0027026518,0
YZ4N8jH5R_M,@VrFairuz,dari Facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,2025-11-08T06:51:36Z,0,True,0.00032754894,0
YZ4N8jH5R_M,@VrFairuz,😂 😂😂,2025-11-08T06:50:41Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@nanungofficial,Asli cerita bang jarwo top😊😊,2025-11-08T01:25:46Z,0,False,0.0056564473,0
YZ4N8jH5R_M,@hoalan1984,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,2025-11-08T01:04:00Z,0,True,0.99241793,1
YZ4N8jH5R_M,@Singleespeed,Anjani dan Praz kyak kakak beradik,2025-11-07T21:27:25Z,0,False,0.00051483425,0
YZ4N8jH5R_M,@Viant_Poenya,Gak kalah luchu sama pas episode bang Parto. Sama-sama komedian senior,2025-11-07T15:59:50Z,0,False,0.00074990635,0
YZ4N8jH5R_M,@ichimarmut4781,Pak Jalal😅,2025-11-07T15:42:46Z,0,False,0.001832133,0
YZ4N8jH5R_M,@Wardinndaha,"Lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",2025-11-07T15:32:46Z,0,False,0.00044450824,0
YZ4N8jH5R_M,@Satoe43fahri,next Komeng bang,2025-11-07T14:17:43Z,0,False,0.00040682068,0
YZ4N8jH5R_M,@RezaldiFarhan-j5o,Bang undang vonzy dan sze dong,2025-11-07T13:04:20Z,0,False,0.004602375,0
YZ4N8jH5R_M,@mieendang,Baru kali pelaku gak gue benci :v,2025-11-07T11:47:22Z,0,False,0.006773809,0
YZ4N8jH5R_M,@AaHunting-w4m,p,2025-11-07T11:44:01Z,0,False,0.006562975,0
YZ4N8jH5R_M,@surkim3877,ferry maryadi sama anak nya,2025-11-07T10:34:08Z,0,False,0.00228723,0
YZ4N8jH5R_M,@niandrakirana9900,Next Denny Cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,2025-11-07T09:15:56Z,0,False,0.00057843106,0
YZ4N8jH5R_M,@IGustiBagusNgurahWirautama-u7z,Aku sehari sampe 20x nomor asing yang spam,2025-11-07T08:14:57Z,0,False,0.004709184,0
YZ4N8jH5R_M,@KehidupandanKesehatan,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,2025-11-07T07:55:08Z,0,False,0.0005136549,0
YZ4N8jH5R_M,@FahmiAbdulGani-vh3ns,Klo ketawain pak jarwo kwat dosa gak ya? Soalnya dia org tua..😂😂,2025-11-07T07:43:35Z,0,False,0.00026081013,0
YZ4N8jH5R_M,@HAILANNAYORA,"KOMBINASI YANG PAS
JARWO PRAS RISPO😂",2025-11-07T07:04:43Z,0,False,0.0044186655,0
YZ4N8jH5R_M,@teguh1977,wih pras bajunya dead squad wkwkwkwk,2025-11-07T06:35:12Z,0,False,0.0003981141,0
YZ4N8jH5R_M,@ChelseGaur,"Om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",2025-11-07T06:08:45Z,0,False,0.0003609284,0
YZ4N8jH5R_M,@kokomutakin5994,Pak jalal,2025-11-07T05:40:44Z,0,False,0.001832133,0
YZ4N8jH5R_M,@SukunIreng-y8m,"Om dedd!! Tolong bantu bebasin saudara kita mas BOTOK yg lagi kena kasus di PATI.
Dia maju sebagai pahlawan untuk keadilan di PATI , tapi malah dijeblosin di penjara.
Tolong bantu MAS BOTOK ya Om ded 😢",2025-11-07T04:37:02Z,27,True,2.3919952e-06,0
YZ4N8jH5R_M,@palampuran9377,Undang geral,2025-11-07T04:30:21Z,0,False,0.003494449,0
YZ4N8jH5R_M,@AhmadMaulana-p2j,undang pakde Indro da prasz,2025-11-07T02:42:18Z,0,False,0.005669126,0
YZ4N8jH5R_M,@satriaalazhar8769,Abis ini bang Mandra dong sma anaknya seni betawi juga,2025-11-07T01:17:13Z,0,True,0.00047571264,0
YZ4N8jH5R_M,@Porenjer-merah1,"Sehat"" Pak Jarwo",2025-11-07T00:41:54Z,0,False,0.0014260507,0
YZ4N8jH5R_M,@Gagalcool,Di tunggu sule sama iki,2025-11-07T00:22:22Z,0,False,0.0027787776,0
YZ4N8jH5R_M,@Harambescousin,Keren. Bintang tamu kali ini Gus Fring owner Los Pollos Hermanos,2025-11-06T22:27:42Z,0,False,0.0078894915,0
YZ4N8jH5R_M,@ArslanLover-gk3nh,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",2025-11-06T21:23:19Z,0,False,0.9275452,1
YZ4N8jH5R_M,@BntOxon,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,2025-11-06T21:23:19Z,0,True,0.9913722,1
YZ4N8jH5R_M,@Fairy_11223,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",2025-11-06T21:22:19Z,0,False,0.9828076,1
YZ4N8jH5R_M,@Mr.mahajan_9061,Rahasia kecil: banyak hal random dan seru yang gak masuk akal… dan itu semua ada di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 👀,2025-11-06T21:22:18Z,0,False,0.96371007,1
YZ4N8jH5R_M,@ebdrahim,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",2025-11-06T21:22:05Z,0,False,0.9865116,1
YZ4N8jH5R_M,@othoysrecipes,"Video ini seru, tapi percaya deh… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 tuh tempat orang-orang ngumpul pas gak tau mau ngapain 😆",2025-11-06T21:22:04Z,0,False,0.9350652,1
YZ4N8jH5R_M,@OkelokokoStephen,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",2025-11-06T21:21:49Z,0,True,0.99731,1
YZ4N8jH5R_M,@blackpink3614-p5f,"Udah banyak yang ngebahas, tapi baru dikit yang sadar… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi ada ‘sesuatu’. Jangan ketinggalan!",2025-11-06T21:21:49Z,0,False,0.93643963,1
YZ4N8jH5R_M,@Fahad_Delta_Army,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗!",2025-11-06T21:21:36Z,0,True,0.99856997,1
YZ4N8jH5R_M,@ScarbornX-p1b,"Yang suka hal-hal detail kayak gini, pasti demen juga explore isi dari 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Banyak kejutan menarik!",2025-11-06T21:21:37Z,0,False,0.9936697,1
YZ4N8jH5R_M,@fcshorts168,"Buat yang suka konten kreatif & unik kayak gini, coba deh intip juga apa yang lagi rame di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗",2025-11-06T21:21:36Z,0,False,0.9825024,1
YZ4N8jH5R_M,@user-uf6ij9oh7b,.,2025-11-06T21:03:38Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@RatnaWibowo-v5k,Rumah makan taburaimu jakal diutara ugm bikin tambah macet bang praz rame banget,2025-11-06T20:10:22Z,0,False,0.013542579,0
YZ4N8jH5R_M,@vavambekso8141,"Bang pras , undang di dani pace bule,",2025-11-06T19:34:01Z,0,False,0.00088880456,0
YZ4N8jH5R_M,@channel-ch1sd,info awas blnja di lazada hbis tf langsung akun ke blokir,2025-11-06T19:18:47Z,1,True,0.05763109,0
YZ4N8jH5R_M,@Kokaniprem09,"Powerful! MINI1221: estetika dapet, cerita hidup, momen-momen bikin clingak-clinguk. Wajib test drive! 🚀",2025-11-06T18:29:37Z,0,False,0.98763525,1
YZ4N8jH5R_M,@mahnoormahnoor5956,"Beda level! MINI1221: tampilan kinclong, flow enak, intensitasnya dapet. Cobain deh! 🎮",2025-11-06T18:29:27Z,0,False,0.96883535,1
YZ4N8jH5R_M,@NRSIGMAMAN,"MINI1221 bawa experience lengkap—grafis keren, cerita nancep, sensasi full! Harus dicoba! 🌟",2025-11-06T18:29:26Z,0,False,0.9552846,1
YZ4N8jH5R_M,@EmanMohamed-f1i,"Sumpah ini kece: MINI1221 halus, rapi, dan bikin deg-degan seru. Jangan lewatkan! 💫",2025-11-06T18:29:26Z,0,False,0.9801989,1
YZ4N8jH5R_M,@anubhav07-07,"Satu kata: WAH! MINI1221 tampil elegan, cerita bernyawa, feel-nya nendang. Gaskeun! ⚡",2025-11-06T18:27:48Z,0,False,0.89358306,1
YZ4N8jH5R_M,@Åblé_tv_1,"❤MINI1221❤ memukau dari awal—visual kuat, alur rapi, momen epic bermunculan. Wajib banget! 🚀",2025-11-06T18:27:47Z,0,False,0.950599,1
YZ4N8jH5R_M,@Clipsviral290,"MINI1221 top-tier! Visual crisp, transisi mulus, tensinya pas. Coba dan rasakan! 🔥",2025-11-06T18:27:47Z,0,False,0.98528135,1
YZ4N8jH5R_M,@Army_agniveer1,"Spektakuler! MINI1221: grafis mantul, alur ngena, tiap momen berasa. Wajib kamu coba! 🌈",2025-11-06T18:27:27Z,0,False,0.9898033,1
YZ4N8jH5R_M,@VasanthaKalam,"Sumpah, vibe MINI1221 beda! Visual hidup, cerita ngangkat mood, tegangnya bikin senyum. Worth it! 😍",2025-11-06T18:27:27Z,0,False,0.9938481,1
YZ4N8jH5R_M,@LochanBhattarai-g4g,"❤MINI1221❤ bener-bener niat: grafis kece, ritme pas, momen serunya dapet! Pengalaman yang kudu dicicip! 🎯",2025-11-06T18:27:26Z,0,False,0.9982417,1
YZ4N8jH5R_M,@Sharatiteem,"❤MINI1221❤ halus banget! Dari tampilan sampai pace, semuanya on point. Cobain sekarang! 🕹️",2025-11-06T18:27:24Z,0,False,0.97615033,1
YZ4N8jH5R_M,@Zoyakhan-o9j9j,"Nggak main-main—MINI1221 rapih, smooth, berkarakter. Sensasinya bikin pengen lagi! ✨",2025-11-06T18:27:24Z,0,False,0.9863083,1
YZ4N8jH5R_M,@Sk_Gamerz_xyz,"Keren maksimal! MINI1221 itu visualnya jernih, ceritanya ngalun, sensasinya ngena. Harus coba! 🚀",2025-11-06T18:26:37Z,0,False,0.9763968,1
YZ4N8jH5R_M,@ocmannerdrilleryooh2003,"MINI1221 bikin terpukau—desain rapi, alur enak, deg-degannya pas! Rasain sendiri! 💥",2025-11-06T18:26:36Z,0,False,0.9295984,1
YZ4N8jH5R_M,@journalistmusabrian1976,"❤MINI1221❤ mantap parah—visual bening, flow mulus, momen-momennya bikin sport jantung. Gas! 🔥",2025-11-06T18:26:16Z,0,False,0.9924444,1
YZ4N8jH5R_M,@Mrdiablo-p1w,"Wah, MINI1221 solid! Visual tajam, transisi licin, tiap putaran bikin adrenalin naik. Let’s go! ⚡",2025-11-06T18:26:08Z,0,False,0.9352124,1
YZ4N8jH5R_M,@Misterbam771,"Gila, MINI1221 luar biasa! Grafis cakep, cerita nempel, tegangnya kerasa. Harus kamu rasain! ✨",2025-11-06T18:26:07Z,0,False,0.9595531,1
YZ4N8jH5R_M,@MansaramPatil-vi-8ln,"Serius, MINI1221 mewah banget! Tampilan rapi, cerita hidup, feel-nya bikin merinding. Wajib dicoba! 🌟",2025-11-06T18:26:07Z,0,False,0.9815054,1
YZ4N8jH5R_M,@reddragonviper9484,Memang peit,2025-11-06T18:25:42Z,0,False,0.015485967,0
YZ4N8jH5R_M,@huntlufi5014,Manggil pak Bolot pasti pecah ni😂,2025-11-06T18:23:05Z,0,True,0.0010021979,0
YZ4N8jH5R_M,@reddragonviper9484,Di kehidupan jangan pelit,2025-11-06T18:08:50Z,0,False,0.004181442,0
YZ4N8jH5R_M,@rafbtcanary8193,Saya suka sama pak jarwo kalo udah ngelawak marah2. Apa lagi lawannya bang komeng. Udah sih perut sakit nahan tawa.. sehat selalu pak jarwo,2025-11-06T17:58:57Z,4,False,2.942056e-05,0
YZ4N8jH5R_M,@saiayasaia9539,Anak pelawak cakep cakep anjir,2025-11-06T17:03:05Z,0,False,0.0015763661,0
YZ4N8jH5R_M,@podcastpride7949,"Wkwkwk iya yang jadi pak jalal jatoh miskin nangis di gubug gw inget scene itu, menjiwai banget dia 😂",2025-11-06T16:53:02Z,0,False,0.00015667816,0
YZ4N8jH5R_M,@sholehaja8499,Sehat² dan semoga panjang umur pak jalal😂,2025-11-06T16:50:10Z,0,False,0.00022233409,0
YZ4N8jH5R_M,@antowiyanto3029,"Kalau ada pak jarwo atau fajar,pasti seru",2025-11-06T16:44:07Z,0,False,0.0018037125,0
YZ4N8jH5R_M,@NLVNontonLagiViral,Pak jarwo makin lucu aja ah.. 😅,2025-11-06T16:28:27Z,1,False,0.001045483,0
YZ4N8jH5R_M,@beforemondayyy,Jangan sok cool deh pak Jarwo...ibaratnya lu sdg marah sambil bawa golok aja kita bakal ktawa 😂,2025-11-06T16:18:39Z,0,False,1.0936796e-05,0
YZ4N8jH5R_M,@10RRY8,Next pak oppie kumis dengan hj harunnya😬,2025-11-06T16:17:22Z,0,False,0.0024447984,0
YZ4N8jH5R_M,@iyandduparlira8156,Up kasus Tentara di NTT Lucky Namo yg di bunuh seniornya.,2025-11-06T15:49:03Z,0,False,0.0012485243,0
YZ4N8jH5R_M,@walkerspeedgarage,wah program baru❤,2025-11-06T15:48:51Z,0,False,0.0069244346,0
YZ4N8jH5R_M,@hafidpudinsaleh2833,Komedian dulu emng beda pecahnya sii😂,2025-11-06T15:42:32Z,0,False,0.004919456,0
YZ4N8jH5R_M,@mbaihaqqi1000,"Terlalu lucu nih pak jarwo😂, sehat panjang umur pak jarwo",2025-11-06T15:41:45Z,1,False,0.00024963208,0
YZ4N8jH5R_M,@febrisulistio3811,Aki aki tantrum selalu lucu😂 wkwkwk pak jarwo pak jarwo,2025-11-06T15:13:49Z,0,False,0.0016601403,0
YZ4N8jH5R_M,@bossgojek5046,🤣,2025-11-06T14:57:03Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@chandraaguskurnia1726,"Dilihat"" kok mereka bertiga (P. Jarwo kwat, Putri Anjani, Praz Teguh) mirip ya.. apa kalian ngelihatnya gitu juga? 😂",2025-11-06T14:55:29Z,0,False,0.00014680947,0
YZ4N8jH5R_M,@10RRY8,Sayangnya durasinya kurang lama ini😂,2025-11-06T14:43:28Z,0,False,0.0025396466,0
YZ4N8jH5R_M,@turudekk4177,🔥🔥🔥,2025-11-06T14:33:25Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@Hafidpradana_,Wih pak jalal nih,2025-11-06T14:32:37Z,0,False,0.004761925,0
YZ4N8jH5R_M,@Gyadifams992,"Sk podcast ky gini ada publik figur sma anak y, jd tonton y beda dripda yg lain",2025-11-06T14:23:33Z,0,False,8.892144e-05,0
YZ4N8jH5R_M,@Scorpio-id,30 menit di tunggu di hari minggu bareng frimawan ya pak jarwo 1:32 😂😂😂,2025-11-06T14:23:12Z,0,False,0.086477265,0
YZ4N8jH5R_M,@anemon12,"30:34 jangan sama komedian, jgn sama musisi. Bbg pras musisi & komedian juga 🤣",2025-11-06T14:09:19Z,1,False,0.00027136097,0
YZ4N8jH5R_M,@satriapratamagilang2599,Part paling lucu ya cerita masa lalu pak Jarwo😂,2025-11-06T13:53:51Z,1,False,0.0010486511,0
YZ4N8jH5R_M,@anemon12,Undang ebel dongg 🤣,2025-11-06T13:48:58Z,1,False,0.0019938739,0
YZ4N8jH5R_M,@DrGaago,"Ini kocak, udah nonton 3x masih lucu",2025-11-06T13:42:20Z,1,False,0.0035858082,0
YZ4N8jH5R_M,@janeesther,🥤🍿,2025-11-06T13:42:03Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@fajarnurhuda7522,"Berarti shooting hampir 1,5 bulan lalu ?",2025-11-06T13:35:41Z,0,False,0.0008989209,0
YZ4N8jH5R_M,@MrBramSky85,"Sinetron PPT 2 2008 psti tuh, yg ada adegan pak jarwo yg td  ny kaya raya trs jatuh miskin... 😎",2025-11-06T13:28:07Z,0,False,4.7005287e-05,0
YZ4N8jH5R_M,@lilinterakhir87,"Pak jarwo, komeng,bolot,jojon diem aja lucu dah .",2025-11-06T13:19:36Z,0,True,0.001324133,0
YZ4N8jH5R_M,@chaknoer5185,Ini emang ia nomer gw yg dari tahun 2015 juga sama tiap hari banyak yg telpon sehari bisa 5 nomer yg berbeda,2025-11-06T13:12:56Z,0,False,0.00069290126,0
YZ4N8jH5R_M,@kempeznugroho,"Bang komeng dong ,psti seru jg",2025-11-06T13:10:42Z,0,False,0.0010901723,0
YZ4N8jH5R_M,@ibnulatif7952,nex bang Komeng,2025-11-06T13:10:14Z,0,False,0.0004945181,0
YZ4N8jH5R_M,@m.raiyanalhabsyi9050,"ini channel siapa sih,yt om ded di bajak kah?",2025-11-06T13:08:57Z,0,False,0.0004920645,0
YZ4N8jH5R_M,@kethukkubon6853,Suasananya kaya lagi saur anjir😅,2025-11-06T13:04:52Z,0,False,0.0018937178,0
YZ4N8jH5R_M,@siamsetiadi5033,nntn,2025-11-06T13:02:46Z,0,False,0.0024963096,0
YZ4N8jH5R_M,@gieofficiall,Undang hada dan om indro,2025-11-06T12:58:30Z,0,False,0.00039006936,0
YZ4N8jH5R_M,@MandiriWd,"Pak Jarwo diem aja udah bikin ketawa🤣

++++++++++++++++++++++++

Jangan lupa join di 乃ﾑｲ尺乇4り biar Kelen bisa ngerasain menang bermain di 乃ﾑｲ尺乇4り ya ges yaa",2025-11-06T12:49:39Z,0,False,0.9394341,1
YZ4N8jH5R_M,@DhnNevermind,"Jauh sebelum Rigen, Pak Jarwo udah bikin ketawa orang lewat marah-marah",2025-11-06T12:47:46Z,2,False,3.7327254e-06,0
YZ4N8jH5R_M,@kelilingberkuliner7070,"Mampir juga mampir gubenur sumatera hadir bupati empat lawang,❤❤❤❤❤mampir nya❤❤❤",2025-11-06T12:41:21Z,0,False,0.0012491558,0
YZ4N8jH5R_M,@iwanjambi4975,👍🏿,2025-11-06T12:29:33Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@SAKRALYOZI,😊,2025-11-06T12:27:12Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@terlanjurbasah770,👍😁,2025-11-06T12:26:02Z,0,False,0.0041640135,0
YZ4N8jH5R_M,@Diahmayasari1881,"Next Pak Haji Andre sama Kenzy sama2 kocaknya,,undang dong min ke pojok Terminal",2025-11-06T12:24:38Z,1,False,0.0016574569,0
YZ4N8jH5R_M,@mfalatas,Salah satu tokoh seniman favorit sejak masih memerankan wapres. Keren juga Pak Jarwo bisa berhenti merokok secara spontan. Sehat selalu Pak Jarwo dan juga Bang Pras.,2025-11-06T12:11:53Z,2,False,0.002868126,0
YZ4N8jH5R_M,@NandaKurniawan-l6d,Kurang lama full ngakak anjir😂,2025-11-06T12:04:53Z,0,False,0.0006507991,0
YZ4N8jH5R_M,@SabrinaUtari-v7j,B0S4N 7un9kaD ? buruan join di 𝐏𝐀𝐒𝐓𝐄𝟒𝐃,2025-11-06T11:59:20Z,0,False,0.2807424,1
YZ4N8jH5R_M,@aadipo6703,7:49 ngaruhnya ke muka pak😅,2025-11-06T11:46:13Z,0,False,0.0009833018,0
YZ4N8jH5R_M,@Lgmnee,15:11,2025-11-06T11:44:15Z,0,False,0.0019075524,0
