video_id,author,comment_text,published_at,like_count,is_promo,clean_text,ai_prob,label
YZ4N8jH5R_M,@NgocHien3f8dcg_248,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:06:53Z,0,True,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di cari ði google lazadatoto,0.9996112,1
YZ4N8jH5R_M,@ThuyTramtoli1c_873,kenalin ni andalan gua 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 dijamin betah semua member dsini,2025-11-10T14:05:56Z,0,True,kenalin ni andalan gua cari ði google lazadatoto dijamin betah semua member dsini,0.9983781,1
YZ4N8jH5R_M,@Vy.Trần.Bảo,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,2025-11-10T14:05:51Z,0,True,cari ði google lazadatoto bakal selalu jadi andalan gua di akhir bulan bestiee,0.9953589,1
YZ4N8jH5R_M,@bìnhdiệpnguyệt1977,buruan coba di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 minimal depo nya cuman 35k bestie,2025-11-10T14:05:43Z,0,True,buruan coba di cari ði google lazadatoto minimal depo nya cuman 35k bestie,0.99758756,1
YZ4N8jH5R_M,@Sviệthữu,gak heran sama 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,2025-11-10T14:05:28Z,0,True,gak heran sama cari ði google lazadatoto pantesan semua pada betah maen,0.9915036,1
YZ4N8jH5R_M,@TrangVõXuân-9133,aku stay maen di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 selalu dapat berkah nyaKuy klaim new member di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 auto wd sih pastinya,2025-11-10T14:05:19Z,0,True,aku stay maen di cari ði google lazadatoto selalu dapat berkah nyakuy klaim new member di cari ði google lazadatoto auto wd sih pastinya,1.0,1
YZ4N8jH5R_M,@Minh.Liễu.Xuân,nepati janji kali admin 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 salutbanget gua,2025-11-10T14:05:18Z,0,True,nepati janji kali admin cari ði google lazadatoto salutbanget gua,0.90011764,1
YZ4N8jH5R_M,@ThanhHuong_940,Gampang banget merasakan wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:04:54Z,0,True,gampang banget merasakan wd di cari ði google lazadatoto,0.9999847,1
YZ4N8jH5R_M,@HoaLan71nzdl_925,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:03:57Z,0,True,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet cari ði google lazadatoto,0.99401605,1
YZ4N8jH5R_M,@adhityajr8048,👍👍👍👍👍,2025-11-10T09:01:38Z,0,False,,0.0028384374,0
YZ4N8jH5R_M,@daenavoice1212,"kalo pak jarwo udah kepancing emosinya,disitulah letak ngakak brutal penonton 😁",2025-11-10T05:21:18Z,2,False,kalo pak jarwo udah kepancing emosinya disitulah letak ngakak brutal penonton,3.3984714e-05,0
YZ4N8jH5R_M,@rusdians2000,request bintang tamumunya dong om ded @Karyn Putry Lestari (KarynBukanKarny) yg dulu peserta stand up comedy  academy 3,2025-11-09T18:48:03Z,0,False,request bintang tamumunya dong om ded akaryn putry lestari karynbukankarny yg dulu peserta stand up comedy academy 3,0.0007011421,0
YZ4N8jH5R_M,@lingbebe5818,"Aku suka bgt sma p jarwo ini selalu dibuly lucu lah pelawak ini punya karakter yg beda .parto, jg ada bbrp jg",2025-11-09T13:27:41Z,0,False,aku suka bgt sma p jarwo ini selalu dibuly lucu lah pelawak ini punya karakter yg beda parto jg ada bbrp jg,0.010141696,0
YZ4N8jH5R_M,@IfanMalik-e7c,Prasss pasukan mati 🤟,2025-11-09T03:58:39Z,0,False,prasss pasukan mati,0.00021318042,0
YZ4N8jH5R_M,@vasu2926,"Yang lain boleh lucu, tapi T0GEL62 lucunya natural banget! 😝",2025-11-09T01:11:14Z,0,True,yang lain boleh lucu tapi t0gel62 lucunya natural banget,0.88118106,1
YZ4N8jH5R_M,@unbrukintosnovid3,Setiap video T0GEL62 tuh kayak recharge energi positif ⚡,2025-11-09T01:11:13Z,0,False,setiap video t0gel62 tuh kayak recharge energi positif,0.9655999,1
YZ4N8jH5R_M,@ashwini7192,T0GEL62 tiap upload tuh kayak kejutan menyenangkan 😍,2025-11-09T01:11:12Z,0,False,t0gel62 tiap upload tuh kayak kejutan menyenangkan,0.98000365,1
YZ4N8jH5R_M,@YopsehHenriquez,T0GEL62 bikin hari biasa jadi luar biasa 😍,2025-11-09T01:11:11Z,0,False,t0gel62 bikin hari biasa jadi luar biasa,0.883068,1
YZ4N8jH5R_M,@alfonsomedina-dr6lx,"T0GEL62 vibes-nya tuh wholesome banget, adem tapi fun 💫",2025-11-09T01:11:08Z,0,False,t0gel62 vibes nya tuh wholesome banget adem tapi fun,0.91143316,1
YZ4N8jH5R_M,@King___khan___90-o5o,"Gila, chemistry kalian tuh dapet banget T0GEL62 🔥",2025-11-09T01:11:07Z,0,False,gila chemistry kalian tuh dapet banget t0gel62,0.8156433,1
YZ4N8jH5R_M,@JyotiSidar-2005,"Gak ngerti lagi, T0GEL62 tuh kayak sahabat virtual gitu 😍",2025-11-09T01:11:06Z,0,False,gak ngerti lagi t0gel62 tuh kayak sahabat virtual gitu,0.8721513,1
YZ4N8jH5R_M,@komarstories,Kirain yang antar kopi si Yanti bang 😂😂😂😂,2025-11-09T00:06:00Z,0,False,kirain yang antar kopi si yanti bang,0.00079896546,0
YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",2025-11-08T20:14:34Z,0,True,halo teman teman saya ingin berbagi pengalaman terkait platform investasi dan copy trading awalnya saya dipandu oleh beberapa orang dari akademi crypto ac tangerang mulai situs dan depositonya tentu dengan janji2 keuntungan yang signifikan 1 traxearn sekarang situsnya menghilangkan jejak saat penarikan saya tidak bisa menarik deposit dan profitnya sampai sekarang 2 biptrade sekarang situsnya menghilangkan jejak termasuk wanya saat penarikan saya tidak bisa menarik deposit dan profitnya sampai sekarang 3 mirror edge trading dimana penarikan dana dijanjikan akan dibayar dengan bitcoin btc namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet coinbase web3 tapi dalam bentuk token thoreum v3 bukan btc untuk swap ke btc saya harus bayar ribuan usd inipun tidak ada jaminan semua bukti transaksi dan komunikasi sudah saya simpan inilah salah satu sisi gelap beberapa orang dari akademi crypto ini tidak ada yang menyangka orang2 tsb telah mempertaruhkan reputasi dirinya dan akademinya tujuan saya memberi edukasi agar teman2 lebih hati hati terhadap penipuan investasi yang menjanjikan imbal hasil tinggi tanpa transparansi,0.020703707,0
YZ4N8jH5R_M,@wawangunawan9722,Ga asik ngobrol nya .. ga ada apa apa ktwa asik sendiri,2025-11-08T13:11:28Z,0,False,ga asik ngobrol nya ga ada apa apa ktwa asik sendiri,0.0010447792,0
YZ4N8jH5R_M,@VrFairuz,dari Facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,2025-11-08T06:51:36Z,0,True,dari facebook akhirnya mampir ke sini terhibur dan subscribe makasi om ded fras serta tim cukup menghibur,4.3019054e-06,0
YZ4N8jH5R_M,@VrFairuz,😂 😂😂,2025-11-08T06:50:41Z,0,False,,0.0028384374,0
YZ4N8jH5R_M,@nanungofficial,Asli cerita bang jarwo top😊😊,2025-11-08T01:25:46Z,0,False,asli cerita bang jarwo top,0.004279637,0
YZ4N8jH5R_M,@hoalan1984,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,2025-11-08T01:04:00Z,0,True,cari ði google lazadatoto bikin gue selalu stay positif karena gacornya,0.9972425,1
YZ4N8jH5R_M,@Singleespeed,Anjani dan Praz kyak kakak beradik,2025-11-07T21:27:25Z,0,False,anjani dan praz kyak kakak beradik,1.1826389e-05,0
YZ4N8jH5R_M,@Viant_Poenya,Gak kalah luchu sama pas episode bang Parto. Sama-sama komedian senior,2025-11-07T15:59:50Z,0,False,gak kalah luchu sama pas episode bang parto sama sama komedian senior,0.0009105903,0
YZ4N8jH5R_M,@ichimarmut4781,Pak Jalal😅,2025-11-07T15:42:46Z,0,False,pak jalal,0.0005822066,0
YZ4N8jH5R_M,@Wardinndaha,"Lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",2025-11-07T15:32:46Z,0,False,lama lama bungkus nih acara bagusan acara yang ada ebel nya lebih seruu lebih ngakak rame lagii,3.1551343e-05,0
YZ4N8jH5R_M,@Satoe43fahri,next Komeng bang,2025-11-07T14:17:43Z,0,False,next komeng bang,4.2120046e-05,0
YZ4N8jH5R_M,@RezaldiFarhan-j5o,Bang undang vonzy dan sze dong,2025-11-07T13:04:20Z,0,False,bang undang vonzy dan sze dong,0.018081037,0
YZ4N8jH5R_M,@mieendang,Baru kali pelaku gak gue benci :v,2025-11-07T11:47:22Z,0,False,baru kali pelaku gak gue benci v,0.0008507091,0
YZ4N8jH5R_M,@AaHunting-w4m,p,2025-11-07T11:44:01Z,0,False,p,0.0037914377,0
YZ4N8jH5R_M,@surkim3877,ferry maryadi sama anak nya,2025-11-07T10:34:08Z,0,False,ferry maryadi sama anak nya,0.0016345608,0
YZ4N8jH5R_M,@niandrakirana9900,Next Denny Cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,2025-11-07T09:15:56Z,0,False,next denny cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,0.0003926856,0
YZ4N8jH5R_M,@IGustiBagusNgurahWirautama-u7z,Aku sehari sampe 20x nomor asing yang spam,2025-11-07T08:14:57Z,0,False,aku sehari sampe 20x nomor asing yang spam,0.00015461232,0
YZ4N8jH5R_M,@KehidupandanKesehatan,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,2025-11-07T07:55:08Z,0,False,habis ini bang mandra bisa kali yakk kn anak nya cakep jg tuhh,0.00097260275,0
YZ4N8jH5R_M,@FahmiAbdulGani-vh3ns,Klo ketawain pak jarwo kwat dosa gak ya? Soalnya dia org tua..😂😂,2025-11-07T07:43:35Z,0,False,klo ketawain pak jarwo kwat dosa gak ya soalnya dia org tua,0.00011913544,0
YZ4N8jH5R_M,@HAILANNAYORA,"KOMBINASI YANG PAS
JARWO PRAS RISPO😂",2025-11-07T07:04:43Z,0,False,kombinasi yang pas jarwo pras rispo,0.0012423096,0
YZ4N8jH5R_M,@teguh1977,wih pras bajunya dead squad wkwkwkwk,2025-11-07T06:35:12Z,0,False,wih pras bajunya dead squad wkwkwkwk,4.5549837e-06,0
YZ4N8jH5R_M,@ChelseGaur,"Om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",2025-11-07T06:08:45Z,0,False,om dedi pelajari surah tammah perdengarkan dikantor digedung dpr di istana presiden di semua instansi biar semua rohani bersih ayo bantuin aku om buat nyebarin surah tammah makasih om,0.0001569599,0
YZ4N8jH5R_M,@kokomutakin5994,Pak jalal,2025-11-07T05:40:44Z,0,False,pak jalal,0.0005822066,0
YZ4N8jH5R_M,@SukunIreng-y8m,"Om dedd!! Tolong bantu bebasin saudara kita mas BOTOK yg lagi kena kasus di PATI.
Dia maju sebagai pahlawan untuk keadilan di PATI , tapi malah dijeblosin di penjara.
Tolong bantu MAS BOTOK ya Om ded 😢",2025-11-07T04:37:02Z,27,True,om dedd tolong bantu bebasin saudara kita mas botok yg lagi kena kasus di pati dia maju sebagai pahlawan untuk keadilan di pati tapi malah dijeblosin di penjara tolong bantu mas botok ya om ded,4.0360774e-07,0
YZ4N8jH5R_M,@palampuran9377,Undang geral,2025-11-07T04:30:21Z,0,False,undang geral,0.00094019744,0
YZ4N8jH5R_M,@AhmadMaulana-p2j,undang pakde Indro da prasz,2025-11-07T02:42:18Z,0,False,undang pakde indro da prasz,0.002711821,0
YZ4N8jH5R_M,@satriaalazhar8769,Abis ini bang Mandra dong sma anaknya seni betawi juga,2025-11-07T01:17:13Z,0,True,abis ini bang mandra dong sma anaknya seni betawi juga,0.00018803246,0
YZ4N8jH5R_M,@Porenjer-merah1,"Sehat"" Pak Jarwo",2025-11-07T00:41:54Z,0,False,sehat pak jarwo,0.00094203645,0
YZ4N8jH5R_M,@Gagalcool,Di tunggu sule sama iki,2025-11-07T00:22:22Z,0,False,di tunggu sule sama iki,0.0013176264,0
YZ4N8jH5R_M,@Harambescousin,Keren. Bintang tamu kali ini Gus Fring owner Los Pollos Hermanos,2025-11-06T22:27:42Z,0,False,keren bintang tamu kali ini gus fring owner los pollos hermanos,0.0016243524,0
YZ4N8jH5R_M,@ArslanLover-gk3nh,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",2025-11-06T21:23:19Z,0,False,lagi rame banget di pstoto99 serius kalo telat tau siap siap jadi yang terakhir ngerti,0.9567229,1
YZ4N8jH5R_M,@BntOxon,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,2025-11-06T21:23:19Z,0,True,jangan bilang gue gak kasih tahu ya pstoto99 lagi rame banget isinya gak ngebosenin sama sekali,0.99575335,1
YZ4N8jH5R_M,@Fairy_11223,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",2025-11-06T21:22:19Z,0,False,lo yang baca ini iya lo coba intip pstoto99 seru aneh rame absurd semuanya ada,0.95454043,1
YZ4N8jH5R_M,@Mr.mahajan_9061,Rahasia kecil: banyak hal random dan seru yang gak masuk akal… dan itu semua ada di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 👀,2025-11-06T21:22:18Z,0,False,rahasia kecil banyak hal random dan seru yang gak masuk akal dan itu semua ada di pstoto99,0.99603516,1
YZ4N8jH5R_M,@ebdrahim,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",2025-11-06T21:22:05Z,0,False,scroll sampe sini berarti lo udah ditakdirkan buat buka pstoto99 yuk jangan dilawan takdirnya,0.9974871,1
YZ4N8jH5R_M,@othoysrecipes,"Video ini seru, tapi percaya deh… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 tuh tempat orang-orang ngumpul pas gak tau mau ngapain 😆",2025-11-06T21:22:04Z,0,False,video ini seru tapi percaya deh pstoto99 tuh tempat orang orang ngumpul pas gak tau mau ngapain,0.9869648,1
YZ4N8jH5R_M,@OkelokokoStephen,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",2025-11-06T21:21:49Z,0,True,gue gak nyuruh tapi kalau lo penasaran coba aja liat liat pstoto99 jangan salahin gue kalo lo jadi betah,0.99958336,1
YZ4N8jH5R_M,@blackpink3614-p5f,"Udah banyak yang ngebahas, tapi baru dikit yang sadar… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi ada ‘sesuatu’. Jangan ketinggalan!",2025-11-06T21:21:49Z,0,False,udah banyak yang ngebahas tapi baru dikit yang sadar pstoto99 lagi ada sesuatu jangan ketinggalan,0.9601714,1
YZ4N8jH5R_M,@Fahad_Delta_Army,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗!",2025-11-06T21:21:36Z,0,True,sumpah vibes nya pas banget kalau lo suka yang kayak gini lo bakal betah banget mantengin pstoto99,0.9996582,1
YZ4N8jH5R_M,@ScarbornX-p1b,"Yang suka hal-hal detail kayak gini, pasti demen juga explore isi dari 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Banyak kejutan menarik!",2025-11-06T21:21:37Z,0,False,yang suka hal hal detail kayak gini pasti demen juga explore isi dari pstoto99 banyak kejutan menarik,0.99971217,1
YZ4N8jH5R_M,@fcshorts168,"Buat yang suka konten kreatif & unik kayak gini, coba deh intip juga apa yang lagi rame di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗",2025-11-06T21:21:36Z,0,False,buat yang suka konten kreatif unik kayak gini coba deh intip juga apa yang lagi rame di pstoto99,0.99760014,1
YZ4N8jH5R_M,@user-uf6ij9oh7b,.,2025-11-06T21:03:38Z,0,False,,0.0028384374,0
YZ4N8jH5R_M,@RatnaWibowo-v5k,Rumah makan taburaimu jakal diutara ugm bikin tambah macet bang praz rame banget,2025-11-06T20:10:22Z,0,False,rumah makan taburaimu jakal diutara ugm bikin tambah macet bang praz rame banget,0.0058520013,0
YZ4N8jH5R_M,@vavambekso8141,"Bang pras , undang di dani pace bule,",2025-11-06T19:34:01Z,0,False,bang pras undang di dani pace bule,0.00032833967,0
YZ4N8jH5R_M,@channel-ch1sd,info awas blnja di lazada hbis tf langsung akun ke blokir,2025-11-06T19:18:47Z,1,True,info awas blnja di lazada hbis tf langsung akun ke blokir,0.009440177,0
YZ4N8jH5R_M,@Kokaniprem09,"Powerful! MINI1221: estetika dapet, cerita hidup, momen-momen bikin clingak-clinguk. Wajib test drive! 🚀",2025-11-06T18:29:37Z,0,False,powerful mini1221 estetika dapet cerita hidup momen momen bikin clingak clinguk wajib test drive,0.997071,1
YZ4N8jH5R_M,@mahnoormahnoor5956,"Beda level! MINI1221: tampilan kinclong, flow enak, intensitasnya dapet. Cobain deh! 🎮",2025-11-06T18:29:27Z,0,False,beda level mini1221 tampilan kinclong flow enak intensitasnya dapet cobain deh,0.99804837,1
YZ4N8jH5R_M,@NRSIGMAMAN,"MINI1221 bawa experience lengkap—grafis keren, cerita nancep, sensasi full! Harus dicoba! 🌟",2025-11-06T18:29:26Z,0,False,mini1221 bawa experience lengkap grafis keren cerita nancep sensasi full harus dicoba,0.9812162,1
YZ4N8jH5R_M,@EmanMohamed-f1i,"Sumpah ini kece: MINI1221 halus, rapi, dan bikin deg-degan seru. Jangan lewatkan! 💫",2025-11-06T18:29:26Z,0,False,sumpah ini kece mini1221 halus rapi dan bikin deg degan seru jangan lewatkan,0.9987712,1
YZ4N8jH5R_M,@anubhav07-07,"Satu kata: WAH! MINI1221 tampil elegan, cerita bernyawa, feel-nya nendang. Gaskeun! ⚡",2025-11-06T18:27:48Z,0,False,satu kata wah mini1221 tampil elegan cerita bernyawa feel nya nendang gaskeun,0.97570115,1
YZ4N8jH5R_M,@Åblé_tv_1,"❤MINI1221❤ memukau dari awal—visual kuat, alur rapi, momen epic bermunculan. Wajib banget! 🚀",2025-11-06T18:27:47Z,0,False,mini1221 memukau dari awal visual kuat alur rapi momen epic bermunculan wajib banget,0.9943926,1
YZ4N8jH5R_M,@Clipsviral290,"MINI1221 top-tier! Visual crisp, transisi mulus, tensinya pas. Coba dan rasakan! 🔥",2025-11-06T18:27:47Z,0,False,mini1221 top tier visual crisp transisi mulus tensinya pas coba dan rasakan,0.99973726,1
YZ4N8jH5R_M,@Army_agniveer1,"Spektakuler! MINI1221: grafis mantul, alur ngena, tiap momen berasa. Wajib kamu coba! 🌈",2025-11-06T18:27:27Z,0,False,spektakuler mini1221 grafis mantul alur ngena tiap momen berasa wajib kamu coba,0.99953514,1
YZ4N8jH5R_M,@VasanthaKalam,"Sumpah, vibe MINI1221 beda! Visual hidup, cerita ngangkat mood, tegangnya bikin senyum. Worth it! 😍",2025-11-06T18:27:27Z,0,False,sumpah vibe mini1221 beda visual hidup cerita ngangkat mood tegangnya bikin senyum worth it,0.9994714,1
YZ4N8jH5R_M,@LochanBhattarai-g4g,"❤MINI1221❤ bener-bener niat: grafis kece, ritme pas, momen serunya dapet! Pengalaman yang kudu dicicip! 🎯",2025-11-06T18:27:26Z,0,False,mini1221 bener bener niat grafis kece ritme pas momen serunya dapet pengalaman yang kudu dicicip,0.9999744,1
YZ4N8jH5R_M,@Sharatiteem,"❤MINI1221❤ halus banget! Dari tampilan sampai pace, semuanya on point. Cobain sekarang! 🕹️",2025-11-06T18:27:24Z,0,False,mini1221 halus banget dari tampilan sampai pace semuanya on point cobain sekarang,0.99846745,1
YZ4N8jH5R_M,@Zoyakhan-o9j9j,"Nggak main-main—MINI1221 rapih, smooth, berkarakter. Sensasinya bikin pengen lagi! ✨",2025-11-06T18:27:24Z,0,False,nggak main main mini1221 rapih smooth berkarakter sensasinya bikin pengen lagi,0.99159616,1
YZ4N8jH5R_M,@Sk_Gamerz_xyz,"Keren maksimal! MINI1221 itu visualnya jernih, ceritanya ngalun, sensasinya ngena. Harus coba! 🚀",2025-11-06T18:26:37Z,0,False,keren maksimal mini1221 itu visualnya jernih ceritanya ngalun sensasinya ngena harus coba,0.9990359,1
YZ4N8jH5R_M,@ocmannerdrilleryooh2003,"MINI1221 bikin terpukau—desain rapi, alur enak, deg-degannya pas! Rasain sendiri! 💥",2025-11-06T18:26:36Z,0,False,mini1221 bikin terpukau desain rapi alur enak deg degannya pas rasain sendiri,0.97640365,1
YZ4N8jH5R_M,@journalistmusabrian1976,"❤MINI1221❤ mantap parah—visual bening, flow mulus, momen-momennya bikin sport jantung. Gas! 🔥",2025-11-06T18:26:16Z,0,False,mini1221 mantap parah visual bening flow mulus momen momennya bikin sport jantung gas,0.99997395,1
YZ4N8jH5R_M,@Mrdiablo-p1w,"Wah, MINI1221 solid! Visual tajam, transisi licin, tiap putaran bikin adrenalin naik. Let’s go! ⚡",2025-11-06T18:26:08Z,0,False,wah mini1221 solid visual tajam transisi licin tiap putaran bikin adrenalin naik let s go,0.99375886,1
YZ4N8jH5R_M,@Misterbam771,"Gila, MINI1221 luar biasa! Grafis cakep, cerita nempel, tegangnya kerasa. Harus kamu rasain! ✨",2025-11-06T18:26:07Z,0,False,gila mini1221 luar biasa grafis cakep cerita nempel tegangnya kerasa harus kamu rasain,0.9973758,1
YZ4N8jH5R_M,@MansaramPatil-vi-8ln,"Serius, MINI1221 mewah banget! Tampilan rapi, cerita hidup, feel-nya bikin merinding. Wajib dicoba! 🌟",2025-11-06T18:26:07Z,0,False,serius mini1221 mewah banget tampilan rapi cerita hidup feel nya bikin merinding wajib dicoba,0.9987846,1
YZ4N8jH5R_M,@reddragonviper9484,Memang peit,2025-11-06T18:25:42Z,0,False,memang peit,0.01159302,0
YZ4N8jH5R_M,@huntlufi5014,Manggil pak Bolot pasti pecah ni😂,2025-11-06T18:23:05Z,0,True,manggil pak bolot pasti pecah ni,0.00068432675,0
YZ4N8jH5R_M,@reddragonviper9484,Di kehidupan jangan pelit,2025-11-06T18:08:50Z,0,False,di kehidupan jangan pelit,0.0013498038,0
YZ4N8jH5R_M,@rafbtcanary8193,Saya suka sama pak jarwo kalo udah ngelawak marah2. Apa lagi lawannya bang komeng. Udah sih perut sakit nahan tawa.. sehat selalu pak jarwo,2025-11-06T17:58:57Z,4,False,saya suka sama pak jarwo kalo udah ngelawak marah2 apa lagi lawannya bang komeng udah sih perut sakit nahan tawa sehat selalu pak jarwo,6.1876364e-07,0
